jnr_sm_id,lead_id,lead_stage,call_done_date,call_status,call_reason
JNR1002MG,USR1032,consideration,1/17/2022,successful,interested_for_conversion
JNR1002MG,USR1032,consideration,1/17/2022,successful,followup_for_conversion
JNR1002MG,USR1032,consideration,1/17/2022,successful,followup_for_conversion
JNR1002MG,USR1032,conversion,1/17/2022,successful,successful_conversion
JNR1002MG,USR1033,lead,1/17/2022,unsuccessful,lead_introduction
JNR1002MG,USR1033,lead,1/18/2022,successful,lead_introduction
JNR1002MG,USR1033,lead,1/19/2022,unsuccessful,demo_schedule
JNR1002MG,USR1033,lead,1/20/2022,successful,demo_schedule
JNR1002MG,USR1033,awareness,1/21/2022,successful,post_demo_followup
JNR1002MG,USR1033,awareness,1/22/2022,successful,followup_for_consideration
JNR1002MG,USR1033,consideration,1/22/2022,successful,interested_for_conversion
JNR1002MG,USR1033,consideration,1/22/2022,successful,followup_for_conversion
JNR1002MG,USR1033,consideration,1/22/2022,successful,followup_for_conversion
JNR1002MG,USR1033,conversion,1/22/2022,successful,successful_conversion
JNR1002MG,USR1034,lead,1/17/2022,successful,lead_introduction
JNR1002MG,USR1034,lead,1/17/2022,successful,demo_schedule
JNR1002MG,USR1034,awareness,1/19/2022,successful,post_demo_followup
JNR1002MG,USR1035,lead,1/15/2022,unsuccessful,lead_introduction
JNR1002MG,USR1035,lead,1/16/2022,successful,lead_introduction
JNR1002MG,USR1035,lead,1/16/2022,successful,demo_schedule
JNR1002MG,USR1035,awareness,1/17/2022,successful,post_demo_followup
JNR1002MG,USR1035,awareness,1/18/2022,successful,followup_for_consideration
JNR1002MG,USR1036,lead,2/19/2022,successful,lead_introduction
JNR1002MG,USR1036,lead,2/19/2022,successful,demo_schedule
JNR1002MG,USR1036,awareness,2/21/2022,successful,post_demo_followup
JNR1002MG,USR1036,awareness,2/21/2022,successful,post_demo_followup
JNR1002MG,USR1036,awareness,2/23/2022,unsuccessful,followup_for_consideration
JNR1002MG,USR1036,awareness,2/23/2022,successful,followup_for_consideration
JNR1002MG,USR1037,lead,2/19/2022,successful,lead_introduction
JNR1002MG,USR1037,lead,2/21/2022,successful,demo_schedule
JNR1002MG,USR1037,awareness,2/22/2022,successful,post_demo_followup
JNR1002MG,USR1037,awareness,2/23/2022,successful,followup_for_consideration
JNR1002MG,USR1037,awareness,2/23/2022,unsuccessful,followup_for_consideration
JNR1002MG,USR1037,awareness,2/23/2022,successful,followup_for_consideration
JNR1002MG,USR1037,awareness,2/23/2022,successful,followup_for_consideration
JNR1002MG,USR1037,consideration,2/24/2022,successful,interested_for_conversion
JNR1002MG,USR1037,consideration,2/25/2022,successful,followup_for_conversion
JNR1002MG,USR1037,consideration,2/25/2022,unsuccessful,followup_for_conversion
JNR1002MG,USR1037,conversion,2/25/2022,successful,successful_conversion
JNR1002MG,USR1038,lead,2/19/2022,unsuccessful,lead_introduction
JNR1002MG,USR1038,lead,2/19/2022,successful,lead_introduction
JNR1002MG,USR1038,lead,2/20/2022,successful,demo_schedule
JNR1002MG,USR1038,awareness,2/21/2022,successful,post_demo_followup
JNR1002MG,USR1038,awareness,2/22/2022,successful,followup_for_consideration
JNR1002MG,USR1038,awareness,2/22/2022,successful,followup_for_consideration
JNR1002MG,USR1038,awareness,2/22/2022,successful,followup_for_consideration
JNR1002MG,USR1039,lead,2/19/2022,successful,lead_introduction
JNR1002MG,USR1039,lead,2/20/2022,successful,demo_schedule
JNR1002MG,USR1039,awareness,2/21/2022,successful,post_demo_followup
JNR1002MG,USR1039,awareness,2/22/2022,successful,followup_for_consideration
JNR1002MG,USR1040,lead,2/21/2022,unsuccessful,lead_introduction
JNR1002MG,USR1040,lead,2/22/2022,successful,lead_introduction
JNR1002MG,USR1040,lead,2/24/2022,successful,demo_schedule
JNR1002MG,USR1040,awareness,2/25/2022,successful,post_demo_followup
JNR1003MG,USR1041,lead,1/1/2022,successful,lead_introduction
JNR1003MG,USR1041,lead,1/1/2022,successful,demo_schedule
JNR1003MG,USR1041,awareness,1/3/2022,successful,post_demo_followup
JNR1003MG,USR1041,awareness,1/4/2022,successful,followup_for_consideration
JNR1003MG,USR1041,awareness,1/4/2022,unsuccessful,followup_for_consideration
JNR1003MG,USR1041,awareness,1/4/2022,successful,followup_for_consideration
JNR1003MG,USR1042,lead,1/1/2022,successful,lead_introduction
JNR1003MG,USR1042,lead,1/1/2022,successful,demo_schedule
JNR1003MG,USR1042,awareness,1/1/2022,successful,post_demo_followup
JNR1003MG,USR1042,awareness,1/2/2022,successful,followup_for_consideration
JNR1003MG,USR1042,awareness,1/2/2022,unsuccessful,followup_for_consideration
JNR1003MG,USR1042,awareness,1/2/2022,successful,followup_for_consideration
JNR1003MG,USR1042,awareness,1/2/2022,successful,followup_for_consideration
JNR1003MG,USR1042,consideration,1/3/2022,successful,interested_for_conversion
JNR1003MG,USR1042,consideration,1/4/2022,unsuccessful,followup_for_conversion
JNR1003MG,USR1042,consideration,1/4/2022,successful,followup_for_conversion
JNR1003MG,USR1042,conversion,1/4/2022,successful,successful_conversion
JNR1003MG,USR1043,lead,1/1/2022,unsuccessful,lead_introduction
JNR1003MG,USR1043,lead,1/1/2022,successful,lead_introduction
JNR1003MG,USR1043,lead,1/1/2022,successful,demo_schedule
JNR1003MG,USR1043,awareness,1/1/2022,successful,post_demo_followup
JNR1003MG,USR1043,awareness,1/2/2022,successful,followup_for_consideration
JNR1003MG,USR1043,awareness,1/2/2022,successful,followup_for_consideration
JNR1003MG,USR1043,awareness,1/2/2022,successful,followup_for_consideration
JNR1003MG,USR1044,lead,1/1/2022,successful,lead_introduction
JNR1003MG,USR1044,lead,1/3/2022,successful,demo_schedule
JNR1003MG,USR1044,awareness,1/3/2022,successful,post_demo_followup
JNR1003MG,USR1044,awareness,1/4/2022,successful,followup_for_consideration
JNR1003MG,USR1045,lead,1/1/2022,unsuccessful,lead_introduction
JNR1003MG,USR1045,lead,1/2/2022,successful,lead_introduction
JNR1003MG,USR1045,lead,1/3/2022,successful,demo_schedule
JNR1003MG,USR1045,awareness,1/4/2022,successful,post_demo_followup
JNR1003MG,USR1046,lead,1/8/2022,successful,lead_introduction
JNR1003MG,USR1046,lead,1/8/2022,successful,demo_schedule
JNR1003MG,USR1046,awareness,1/10/2022,successful,post_demo_followup
JNR1003MG,USR1046,awareness,1/10/2022,successful,followup_for_consideration
JNR1003MG,USR1046,awareness,1/10/2022,unsuccessful,followup_for_consideration
JNR1003MG,USR1046,awareness,1/10/2022,successful,followup_for_consideration
JNR1003MG,USR1047,lead,1/8/2022,successful,lead_introduction
JNR1003MG,USR1047,lead,1/8/2022,successful,demo_schedule
JNR1003MG,USR1047,awareness,1/8/2022,successful,post_demo_followup
JNR1003MG,USR1047,awareness,1/8/2022,successful,followup_for_consideration
JNR1003MG,USR1047,consideration,1/8/2022,successful,interested_for_conversion
JNR1003MG,USR1047,consideration,1/8/2022,successful,followup_for_conversion
JNR1003MG,USR1047,consideration,1/8/2022,successful,followup_for_conversion
JNR1003MG,USR1047,conversion,1/8/2022,successful,successful_conversion
JNR1003MG,USR1048,lead,1/8/2022,unsuccessful,lead_introduction
JNR1003MG,USR1048,lead,1/8/2022,successful,lead_introduction
JNR1003MG,USR1048,lead,1/10/2022,successful,demo_schedule
JNR1003MG,USR1048,lead,1/11/2022,successful,demo_not_attended
JNR1003MG,USR1048,lead,1/11/2022,successful,demo_not_attended
JNR1003MG,USR1049,lead,1/8/2022,successful,lead_introduction
JNR1003MG,USR1049,lead,1/9/2022,successful,demo_schedule
JNR1003MG,USR1049,lead,1/10/2022,successful,demo_not_attended
JNR1003MG,USR1050,lead,1/8/2022,unsuccessful,lead_introduction
JNR1003MG,USR1050,lead,1/9/2022,successful,lead_introduction
JNR1003MG,USR1050,lead,1/10/2022,successful,demo_schedule
JNR1003MG,USR1050,lead,1/14/2022,successful,demo_not_attended
JNR1003MG,USR1050,lead,1/14/2022,successful,demo_not_attended
JNR1003MG,USR1050,lead,1/14/2022,successful,demo_not_attended
JNR1003MG,USR1050,awareness,1/14/2022,successful,post_demo_followup
JNR1003MG,USR1051,lead,1/15/2022,successful,lead_introduction
JNR1003MG,USR1051,lead,1/17/2022,successful,demo_schedule
JNR1003MG,USR1051,lead,1/20/2022,successful,demo_not_attended
JNR1003MG,USR1051,lead,1/20/2022,successful,demo_not_attended
JNR1003MG,USR1051,lead,1/20/2022,unsuccessful,demo_not_attended
JNR1003MG,USR1051,lead,1/20/2022,successful,demo_not_attended
JNR1003MG,USR1051,awareness,1/20/2022,successful,post_demo_followup
JNR1003MG,USR1051,consideration,1/21/2022,successful,interested_for_conversion
JNR1003MG,USR1051,consideration,1/22/2022,successful,followup_for_conversion
JNR1003MG,USR1051,consideration,1/22/2022,successful,followup_for_conversion
JNR1003MG,USR1051,conversion,1/22/2022,successful,successful_conversion
JNR1003MG,USR1052,lead,1/15/2022,successful,lead_introduction
JNR1003MG,USR1052,lead,1/16/2022,successful,demo_schedule
JNR1003MG,USR1052,lead,1/17/2022,successful,demo_not_attended
JNR1003MG,USR1052,lead,1/17/2022,successful,demo_not_attended
JNR1003MG,USR1052,awareness,1/17/2022,successful,post_demo_followup
JNR1003MG,USR1052,consideration,1/18/2022,successful,interested_for_conversion
JNR1003MG,USR1052,consideration,1/19/2022,successful,followup_for_conversion
JNR1003MG,USR1052,consideration,1/19/2022,successful,followup_for_conversion
JNR1003MG,USR1052,conversion,1/19/2022,successful,successful_conversion
JNR1003MG,USR1053,lead,1/17/2022,unsuccessful,lead_introduction
JNR1003MG,USR1053,lead,1/18/2022,successful,lead_introduction
JNR1003MG,USR1053,lead,1/20/2022,unsuccessful,demo_schedule
JNR1003MG,USR1053,lead,1/18/2022,successful,demo_schedule
JNR1003MG,USR1053,lead,1/19/2022,successful,demo_not_attended
JNR1003MG,USR1053,lead,1/19/2022,successful,demo_not_attended
JNR1003MG,USR1053,awareness,1/19/2022,successful,post_demo_followup
JNR1003MG,USR1053,consideration,1/20/2022,successful,interested_for_conversion
JNR1003MG,USR1053,consideration,1/21/2022,successful,followup_for_conversion
JNR1003MG,USR1053,consideration,1/21/2022,successful,followup_for_conversion
JNR1003MG,USR1053,conversion,1/21/2022,successful,successful_conversion
JNR1003MG,USR1054,lead,1/17/2022,successful,lead_introduction
JNR1003MG,USR1054,lead,1/18/2022,successful,demo_schedule
JNR1003MG,USR1054,lead,1/19/2022,successful,demo_not_attended
JNR1003MG,USR1055,lead,1/15/2022,unsuccessful,lead_introduction
JNR1003MG,USR1055,lead,1/16/2022,successful,lead_introduction
JNR1003MG,USR1055,lead,1/18/2022,successful,demo_schedule
JNR1003MG,USR1055,lead,1/18/2022,successful,demo_not_attended
JNR1003MG,USR1055,lead,1/18/2022,successful,demo_not_attended
JNR1003MG,USR1055,lead,1/18/2022,successful,demo_not_attended
JNR1003MG,USR1055,awareness,1/18/2022,successful,post_demo_followup
JNR1003MG,USR1056,lead,2/21/2022,successful,lead_introduction
JNR1003MG,USR1056,lead,2/21/2022,successful,demo_schedule
JNR1003MG,USR1056,lead,2/22/2022,successful,demo_not_attended
JNR1003MG,USR1056,lead,2/22/2022,successful,demo_not_attended
JNR1003MG,USR1056,lead,2/22/2022,unsuccessful,demo_not_attended
JNR1003MG,USR1056,lead,2/22/2022,successful,demo_not_attended
JNR1003MG,USR1057,lead,2/22/2022,successful,lead_introduction
JNR1003MG,USR1057,lead,2/22/2022,successful,demo_schedule
JNR1003MG,USR1057,lead,2/23/2022,successful,demo_not_attended
JNR1003MG,USR1057,lead,2/23/2022,successful,demo_not_attended
JNR1003MG,USR1057,lead,2/23/2022,unsuccessful,demo_not_attended
JNR1003MG,USR1057,lead,2/23/2022,successful,demo_not_attended
JNR1003MG,USR1057,awareness,2/23/2022,successful,post_demo_followup
JNR1003MG,USR1057,consideration,2/24/2022,unsuccessful,interested_for_conversion
JNR1003MG,USR1057,consideration,2/25/2022,unsuccessful,followup_for_conversion
JNR1003MG,USR1057,consideration,2/24/2022,successful,followup_for_conversion
JNR1003MG,USR1057,conversion,2/25/2022,successful,successful_conversion
JNR1003MG,USR1058,lead,2/19/2022,unsuccessful,lead_introduction
JNR1003MG,USR1058,lead,2/19/2022,successful,lead_introduction
JNR1003MG,USR1058,lead,2/19/2022,successful,demo_schedule
JNR1003MG,USR1058,lead,2/22/2022,successful,demo_not_attended
JNR1003MG,USR1058,lead,2/22/2022,successful,demo_not_attended
JNR1003MG,USR1058,lead,2/22/2022,successful,demo_not_attended
JNR1003MG,USR1058,awareness,2/22/2022,successful,post_demo_followup
JNR1003MG,USR1059,lead,2/19/2022,successful,lead_introduction
JNR1003MG,USR1059,lead,2/21/2022,successful,demo_schedule
JNR1003MG,USR1059,lead,2/22/2022,successful,demo_not_attended
JNR1003MG,USR1059,lead,2/22/2022,successful,demo_not_attended
JNR1003MG,USR1060,lead,2/19/2022,unsuccessful,lead_introduction
JNR1003MG,USR1060,lead,2/20/2022,successful,lead_introduction
JNR1003MG,USR1060,lead,2/21/2022,successful,demo_schedule
JNR1003MG,USR1060,lead,2/22/2022,successful,demo_not_attended
JNR1004MG,USR1061,lead,1/3/2022,successful,lead_introduction
JNR1004MG,USR1061,lead,1/4/2022,successful,demo_schedule
JNR1004MG,USR1062,lead,1/4/2022,successful,lead_introduction
JNR1004MG,USR1062,lead,1/6/2022,successful,demo_schedule
JNR1004MG,USR1062,lead,1/7/2022,successful,demo_not_attended
JNR1004MG,USR1062,lead,1/7/2022,successful,demo_not_attended
JNR1004MG,USR1062,lead,1/7/2022,unsuccessful,demo_not_attended
JNR1004MG,USR1062,lead,1/7/2022,successful,demo_not_attended
JNR1004MG,USR1062,awareness,1/7/2022,successful,post_demo_followup
JNR1004MG,USR1062,consideration,1/8/2022,successful,interested_for_conversion
JNR1004MG,USR1062,consideration,1/9/2022,successful,followup_for_conversion
JNR1004MG,USR1062,consideration,1/9/2022,successful,followup_for_conversion
JNR1004MG,USR1062,conversion,1/9/2022,successful,successful_conversion
JNR1004MG,USR1063,lead,1/1/2022,unsuccessful,lead_introduction
JNR1004MG,USR1063,lead,1/1/2022,successful,lead_introduction
JNR1004MG,USR1063,lead,1/1/2022,successful,demo_schedule
JNR1004MG,USR1063,lead,1/1/2022,successful,demo_not_attended
JNR1004MG,USR1063,lead,1/1/2022,successful,demo_not_attended
JNR1004MG,USR1063,lead,1/1/2022,successful,demo_not_attended
JNR1004MG,USR1063,awareness,1/1/2022,successful,post_demo_followup
JNR1004MG,USR1063,consideration,1/2/2022,successful,interested_for_conversion
JNR1004MG,USR1063,consideration,1/3/2022,unsuccessful,followup_for_conversion
JNR1004MG,USR1063,consideration,1/3/2022,successful,followup_for_conversion
JNR1004MG,USR1063,conversion,1/3/2022,successful,successful_conversion
JNR1004MG,USR1064,lead,1/2/2022,successful,lead_introduction
JNR1004MG,USR1064,lead,1/4/2022,successful,demo_schedule
JNR1004MG,USR1064,lead,1/5/2022,successful,demo_not_attended
JNR1004MG,USR1064,lead,1/5/2022,successful,demo_not_attended
JNR1004MG,USR1065,lead,1/3/2022,unsuccessful,lead_introduction
JNR1004MG,USR1065,lead,1/4/2022,successful,lead_introduction
JNR1004MG,USR1065,lead,1/5/2022,successful,demo_schedule
JNR1004MG,USR1065,lead,1/6/2022,successful,demo_not_attended
JNR1004MG,USR1065,awareness,1/6/2022,successful,post_demo_followup
JNR1004MG,USR1065,consideration,1/7/2022,unsuccessful,interested_for_conversion
JNR1004MG,USR1065,awareness,1/6/2022,successful,followup_for_consideration
JNR1004MG,USR1065,consideration,1/7/2022,successful,interested_for_conversion
JNR1004MG,USR1065,awareness,1/6/2022,successful,followup_for_consideration
JNR1004MG,USR1066,lead,1/8/2022,successful,lead_introduction
JNR1004MG,USR1066,lead,1/9/2022,successful,demo_schedule
JNR1004MG,USR1066,lead,1/10/2022,successful,demo_not_attended
