order_date,order_id,product_id,net
20-05-2018,3150771,6,18
20-05-2018,3151031,6,18
20-05-2018,3154385,6,18
20-05-2018,3153826,6,18
20-05-2018,3152318,6,18
20-05-2018,3152864,6,18
20-05-2018,3154619,6,18
20-05-2018,3154619,5072,19
20-05-2018,3156153,5072,19
20-05-2018,3152448,5072,19
20-05-2018,3153826,5072,19
20-05-2018,3155789,5072,19
20-05-2018,3157232,5072,19
20-05-2018,3155503,5072,19
20-05-2018,3157154,5072,19
20-05-2018,3155243,5072,19
20-05-2018,3151070,5072,19
20-05-2018,3155698,5072,19
20-05-2018,3155451,5072,19
20-05-2018,3155646,5126,19
20-05-2018,3155022,5126,19
20-05-2018,3152409,5126,19
20-05-2018,3155607,5126,19
20-05-2018,3155698,5070,20
20-05-2018,3157154,5070,20
20-05-2018,3156153,5020,20
20-05-2018,3157089,5020,20
20-05-2018,3153826,5066,20
20-05-2018,3156101,5066,20
20-05-2018,3155659,8911,20
20-05-2018,3153826,8911,20
20-05-2018,3157232,8911,20
20-05-2018,3154567,8911,20
20-05-2018,3152981,8911,20
20-05-2018,3156530,8911,20
20-05-2018,3157102,4980,20
20-05-2018,3150784,5125,20
20-05-2018,3151915,5125,20
20-05-2018,3155347,5125,20
20-05-2018,3155529,5125,20
20-05-2018,3156296,5125,20
20-05-2018,3156010,5125,20
20-05-2018,3155282,4908,20
20-05-2018,3155282,4907,20
20-05-2018,3154931,4907,20
20-05-2018,3152747,4907,20
20-05-2018,3156257,10,20
20-05-2018,3155451,10726,20
20-05-2018,3154294,9707,21
20-05-2018,3156101,9707,21
20-05-2018,3155789,9707,21
20-05-2018,3157089,9707,21
20-05-2018,3155802,9707,21
20-05-2018,3155347,9707,21
20-05-2018,3155243,9707,21
20-05-2018,3155997,9707,21
20-05-2018,3156699,9707,21
20-05-2018,3150641,9707,21
20-05-2018,3154632,9707,21
20-05-2018,3155607,9707,21
20-05-2018,3155126,9707,21
20-05-2018,3155334,9707,21
20-05-2018,3156621,9707,21
20-05-2018,3152955,8095,21
20-05-2018,3151564,8095,21
20-05-2018,3150693,8095,21
20-05-2018,3155542,8095,21
20-05-2018,3155282,8095,21
20-05-2018,3150511,8095,21
20-05-2018,3155750,8095,21
20-05-2018,3153930,8095,21
20-05-2018,3155048,2,21
20-05-2018,3157206,2,21
20-05-2018,3151837,2,21
20-05-2018,3156465,2,21
20-05-2018,3154892,2,21
20-05-2018,3152812,2,21
20-05-2018,3155542,2,21
20-05-2018,3153631,2,21
20-05-2018,3153527,2,21
20-05-2018,3155126,2,21
20-05-2018,3156114,2,21
20-05-2018,3156777,2,21
20-05-2018,3154879,2,21
20-05-2018,3151226,2,21
20-05-2018,3153306,2,21
20-05-2018,3154567,2,21
20-05-2018,3153553,2,21
20-05-2018,3150875,2,21
20-05-2018,3157297,2,21
20-05-2018,3156075,2,21
20-05-2018,3155997,2,21
20-05-2018,3155425,2,21
20-05-2018,3153683,2,21
20-05-2018,3151759,2,21
20-05-2018,3155308,2,21
20-05-2018,3154463,2,21
20-05-2018,3154099,2,21
20-05-2018,3156842,2,21
20-05-2018,3155711,2,21
20-05-2018,3154034,2,21
20-05-2018,3152201,2,21
20-05-2018,3151551,2,21
20-05-2018,3154398,2,21
20-05-2018,3155035,2,21
20-05-2018,3154346,2,21
20-05-2018,3152669,5249,21
20-05-2018,3154060,5249,21
20-05-2018,3155698,5249,21
20-05-2018,3150914,5249,21
20-05-2018,3150823,5249,21
20-05-2018,3156478,5249,21
20-05-2018,3153046,5249,21
20-05-2018,3154671,5,21
20-05-2018,3157206,5,21
20-05-2018,3155594,5,21
20-05-2018,3155035,5,21
20-05-2018,3155256,5,21
20-05-2018,3153800,5,21
20-05-2018,3152669,5,21
20-05-2018,3151694,5,21
20-05-2018,3151122,5,21
20-05-2018,3153969,5,21
20-05-2018,3152175,5,21
20-05-2018,3156972,5,21
20-05-2018,3151460,5,21
20-05-2018,3155815,5033,22
20-05-2018,3150784,5033,22
20-05-2018,3156010,5033,22
20-05-2018,3155009,5033,22
20-05-2018,3155230,5033,22
20-05-2018,3150810,5033,22
20-05-2018,3157232,5033,22
20-05-2018,3151070,5033,22
20-05-2018,3155347,5034,22
20-05-2018,3155737,5034,22
20-05-2018,3151928,5034,22
20-05-2018,3153826,5034,22
20-05-2018,3152747,5034,22
20-05-2018,3152981,5034,22
20-05-2018,3151915,5034,22
20-05-2018,3151889,5034,22
20-05-2018,3154905,5034,22
20-05-2018,3156413,5026,23
20-05-2018,3155100,5026,23
20-05-2018,3150784,5029,23
20-05-2018,3152448,5029,23
20-05-2018,3155347,5029,23
20-05-2018,3155347,4741,24
20-05-2018,3155126,6988,24
20-05-2018,3155529,6988,24
20-05-2018,3152045,6988,24
20-05-2018,3152734,6988,24
20-05-2018,3156010,6988,24
20-05-2018,3152916,6988,24
20-05-2018,3153215,6988,24
20-05-2018,3156478,6988,24
20-05-2018,3153046,6988,24
20-05-2018,3154905,6988,24
20-05-2018,3156153,6988,24
20-05-2018,3151044,6988,24
20-05-2018,3153579,6988,24
20-05-2018,3150784,6988,24
20-05-2018,3155490,6988,24
20-05-2018,3153215,5135,24
20-05-2018,3156790,5135,24
20-05-2018,3151915,5133,24
20-05-2018,3153826,5133,24
20-05-2018,3156621,5016,24
20-05-2018,3152448,5068,25
20-05-2018,3153891,5068,25
20-05-2018,3155529,5012,25
20-05-2018,3155035,8592,35
20-05-2018,3155945,4203,35
20-05-2018,3156257,4203,35
20-05-2018,3152149,8922,25
20-05-2018,3155529,5161,25
20-05-2018,3156257,7312,35
20-05-2018,3153033,8903,28
20-05-2018,3155165,4885,25
20-05-2018,3155919,4885,25
20-05-2018,3153566,4885,25
20-05-2018,3153267,9339,25
20-05-2018,3155009,9339,25
20-05-2018,3152968,9339,25
20-05-2018,3156036,9339,25
20-05-2018,3156075,9339,25
20-05-2018,3155230,9339,25
20-05-2018,3152539,9339,25
20-05-2018,3155139,9339,25
20-05-2018,3155087,9339,25
20-05-2018,3151252,9339,25
20-05-2018,3155126,10148,25
20-05-2018,3152981,5078,25
20-05-2018,3157193,5078,25
20-05-2018,3153826,5078,25
20-05-2018,3156244,9821,25
20-05-2018,3157154,9821,25
20-05-2018,3155230,9821,25
20-05-2018,3154541,5080,26
20-05-2018,3156556,1,26
20-05-2018,3155893,1,26
20-05-2018,3151941,1,26
20-05-2018,3153709,1,26
20-05-2018,3150589,1,26
20-05-2018,3153267,1,26
20-05-2018,3151018,1,26
20-05-2018,3156829,1,26
20-05-2018,3156738,1,26
20-05-2018,3152149,1,26
20-05-2018,3151499,1,26
20-05-2018,3154294,1,26
20-05-2018,3153189,1,26
20-05-2018,3151590,1,26
20-05-2018,3151850,1,26
20-05-2018,3152825,1,26
20-05-2018,3152305,1,26
20-05-2018,3150537,1,26
20-05-2018,3156582,1,26
20-05-2018,3157167,1,26
20-05-2018,3152942,1,26
20-05-2018,3151265,1,26
20-05-2018,3150641,1,26
20-05-2018,3154099,1,26
20-05-2018,3156985,1,26
20-05-2018,3151525,1,26
20-05-2018,3156777,1,26
20-05-2018,3156647,1,26
20-05-2018,3151434,1,26
20-05-2018,3152955,1,26
20-05-2018,3153423,1,26
20-05-2018,3153735,1,26
20-05-2018,3153475,1,26
20-05-2018,3155932,1,26
20-05-2018,3151629,4,26
20-05-2018,3153800,4,26
20-05-2018,3151460,4,26
20-05-2018,3152864,4,26
20-05-2018,3155334,4,26
20-05-2018,3154385,4,26
20-05-2018,3153852,4,26
20-05-2018,3151785,4,26
20-05-2018,3150784,5067,27
20-05-2018,3152994,5067,27
20-05-2018,3155360,5067,27
20-05-2018,3155009,5067,27
20-05-2018,3155230,5067,27
20-05-2018,3153566,5067,27
20-05-2018,3152448,5067,27
20-05-2018,3153891,5067,27
20-05-2018,3153826,5067,27
20-05-2018,3155737,5067,27
20-05-2018,3156153,5067,27
20-05-2018,3157258,5163,27
20-05-2018,3150979,5163,27
20-05-2018,3156504,23,27
20-05-2018,3155230,23,27
20-05-2018,3156140,23,27
20-05-2018,3157154,23,27
20-05-2018,3155919,23,27
20-05-2018,3152526,23,27
20-05-2018,3156387,7,27
20-05-2018,3154138,7,27
20-05-2018,3153826,7,27
20-05-2018,3154437,7,27
20-05-2018,3152747,7,27
20-05-2018,3150784,7,27
20-05-2018,3154216,6971,28
20-05-2018,3153475,6971,28
20-05-2018,3153046,4944,28
20-05-2018,3151928,4944,28
20-05-2018,3151863,4944,28
20-05-2018,3157076,4944,28
20-05-2018,3154840,4944,28
20-05-2018,3152305,4944,28
20-05-2018,3157154,5025,28
20-05-2018,3156296,5025,28
20-05-2018,3153813,4945,28
20-05-2018,3154593,4945,28
20-05-2018,3152838,4945,28
20-05-2018,3155529,4945,28
20-05-2018,3155308,4945,28
20-05-2018,3150914,4945,28
20-05-2018,3155516,4945,28
20-05-2018,3152071,4945,28
20-05-2018,3151343,4945,28
20-05-2018,3156881,4945,28
20-05-2018,3155165,4942,28
20-05-2018,3153566,4942,28
20-05-2018,3154762,4946,28
20-05-2018,3151694,4946,28
20-05-2018,3156725,4946,28
20-05-2018,3153345,4946,28
20-05-2018,3153254,4946,28
20-05-2018,3155295,4946,28
20-05-2018,3156712,4946,28
20-05-2018,3155867,4946,28
20-05-2018,3155022,8954,30
20-05-2018,3153891,8954,30
20-05-2018,3150641,5040,30
20-05-2018,3156699,4943,30
20-05-2018,3154320,4943,30
20-05-2018,3156595,4943,30
20-05-2018,3156426,4943,30
20-05-2018,3156036,8,30
20-05-2018,3155438,8,30
20-05-2018,3156491,8,30
20-05-2018,3155178,8,30
20-05-2018,3151044,8,30
20-05-2018,3154307,8,30
20-05-2018,3156179,8,30
20-05-2018,3152448,8,30
20-05-2018,3152877,8,30
20-05-2018,3152123,8,30
20-05-2018,3155893,8,30
20-05-2018,3152994,8,30
20-05-2018,3156894,8,30
20-05-2018,3152162,8,30
20-05-2018,3153241,8,30
20-05-2018,3151720,8,30
20-05-2018,3156673,5045,31
20-05-2018,3157089,5045,31
20-05-2018,3155737,5045,31
20-05-2018,3150849,5045,31
20-05-2018,3155178,5045,31
20-05-2018,3156114,5045,31
20-05-2018,3155243,5045,31
20-05-2018,3156049,5045,31
20-05-2018,3156296,5045,31
20-05-2018,3153826,5045,31
20-05-2018,3155126,2242,31
20-05-2018,3156166,4941,32
20-05-2018,3156049,4027,32
20-05-2018,3151850,4027,32
20-05-2018,3150901,4027,32
20-05-2018,3151005,6935,32
20-05-2018,3154320,6935,32
20-05-2018,3154177,5055,34
20-05-2018,3155932,3,36
20-05-2018,3157115,3,36
20-05-2018,3151434,3,36
20-05-2018,3152006,3,36
20-05-2018,3152552,3,36
20-05-2018,3153488,3,36
20-05-2018,3155750,3,36
20-05-2018,3153332,3,36
20-05-2018,3156868,3,36
20-05-2018,3152123,3,36
20-05-2018,3153319,3,36
20-05-2018,3157193,3,36
20-05-2018,3156582,3,36
20-05-2018,3153436,3,36
20-05-2018,3150641,3,36
20-05-2018,3153618,3,36
20-05-2018,3151512,3,36
20-05-2018,3154190,3,36
20-05-2018,3152266,3,36
20-05-2018,3150979,3,36
20-05-2018,3151239,3,36
20-05-2018,3151122,6,36
20-05-2018,3152695,6,36
20-05-2018,3152448,6,36
20-05-2018,3151070,6,36
20-05-2018,3153280,6,36
20-05-2018,3156335,6,36
20-05-2018,3150680,6,36
20-05-2018,3155451,6,36
20-05-2018,3156595,6,36
20-05-2018,3156010,6,36
20-05-2018,3153163,6,36
20-05-2018,3155230,5072,38
20-05-2018,3154554,5072,38
20-05-2018,3156010,5022,38
20-05-2018,3154619,5022,38
20-05-2018,3156192,4879,38
20-05-2018,3155529,4879,38
20-05-2018,3157089,4879,38
20-05-2018,3153215,4980,40
20-05-2018,3154541,9707,42
20-05-2018,3156855,8095,42
20-05-2018,3152968,8095,42
20-05-2018,3157219,8095,42
20-05-2018,3155620,8095,42
20-05-2018,3154125,8095,42
20-05-2018,3151304,8095,42
20-05-2018,3152201,8095,42
20-05-2018,3152708,8095,42
20-05-2018,3152188,8095,42
20-05-2018,3152552,8095,42
20-05-2018,3153397,8095,42
20-05-2018,3152812,8095,42
20-05-2018,3151499,2,42
20-05-2018,3152214,2,42
20-05-2018,3156400,2,42
20-05-2018,3152916,2,42
20-05-2018,3155581,2,42
20-05-2018,3151733,2,42
20-05-2018,3153124,2,42
20-05-2018,3156803,2,42
20-05-2018,3152500,2,42
20-05-2018,3153267,2,42
20-05-2018,3156998,2,42
20-05-2018,3154424,2,42
20-05-2018,3154255,2,42
20-05-2018,3155971,2,42
20-05-2018,3152643,2,42
20-05-2018,3154047,2,42
20-05-2018,3150667,2,42
20-05-2018,3155607,2,42
20-05-2018,3154021,2,42
20-05-2018,3156504,2,42
20-05-2018,3153384,2,42
20-05-2018,3154281,2,42
20-05-2018,3151148,2,42
20-05-2018,3152890,2,42
20-05-2018,3152331,2,42
20-05-2018,3150758,2,42
20-05-2018,3156816,2,42
20-05-2018,3156439,2,42
20-05-2018,3153475,2,42
20-05-2018,3154138,2,42
20-05-2018,3154437,2,42
20-05-2018,3152877,2,42
20-05-2018,3154788,2,42
20-05-2018,3154359,2,42
20-05-2018,3151668,2,42
20-05-2018,3155906,2,42
20-05-2018,3151096,2,42
20-05-2018,3155685,2,42
20-05-2018,3152942,2,42
20-05-2018,3153059,2,42
20-05-2018,3153176,2,42
20-05-2018,3156920,2,42
20-05-2018,3151525,2,42
20-05-2018,3153111,2,42
20-05-2018,3152799,2,42
20-05-2018,3156634,2,42
20-05-2018,3151824,2,42
20-05-2018,3152123,2,42
20-05-2018,3152825,2,42
20-05-2018,3152292,2,42
20-05-2018,3153358,2,42
20-05-2018,3151564,2,42
20-05-2018,3151382,2,42
20-05-2018,3153592,2,42
20-05-2018,3151304,2,42
20-05-2018,3153839,2,42
20-05-2018,3153579,2,42
20-05-2018,3156829,2,42
20-05-2018,3152773,5249,42
20-05-2018,3150719,5249,42
20-05-2018,3151200,5249,42
20-05-2018,3150836,5249,42
20-05-2018,3152071,5249,42
20-05-2018,3153150,5249,42
20-05-2018,3152045,5249,42
20-05-2018,3153189,5249,42
20-05-2018,3153280,5249,42
20-05-2018,3156283,5249,42
20-05-2018,3156062,5249,42
20-05-2018,3155490,5249,42
20-05-2018,3156686,5249,42
20-05-2018,3152630,5249,42
20-05-2018,3154177,5249,42
20-05-2018,3152240,5249,42
20-05-2018,3152318,5,42
20-05-2018,3157050,5,42
20-05-2018,3152591,5,42
20-05-2018,3153215,5,42
20-05-2018,3156153,5,42
20-05-2018,3153852,5,42
20-05-2018,3154554,5,42
20-05-2018,3157154,5,42
20-05-2018,3152513,5,42
20-05-2018,3152695,5,42
20-05-2018,3150914,5,42
20-05-2018,3151629,5,42
20-05-2018,3151928,5,42
20-05-2018,3152383,5,42
20-05-2018,3153241,5,42
20-05-2018,3154866,5,42
20-05-2018,3151174,5,42
20-05-2018,3156608,5,42
20-05-2018,3155022,5436,42
20-05-2018,3155503,5436,42
20-05-2018,3150784,5034,44
20-05-2018,3154905,5260,44
20-05-2018,3155022,5439,44
20-05-2018,3156400,8298,44
20-05-2018,3152409,5026,46
20-05-2018,3150784,6978,48
20-05-2018,3154398,4911,48
20-05-2018,3150784,4911,48
20-05-2018,3156530,4911,48
20-05-2018,3153514,4911,48
20-05-2018,3151616,4911,48
20-05-2018,3156153,3844,70
20-05-2018,3155308,3844,70
20-05-2018,3156322,9339,50
20-05-2018,3155412,9339,50
20-05-2018,3150511,9338,50
20-05-2018,3157102,9338,50
20-05-2018,3157089,9338,50
20-05-2018,3156608,22,50
20-05-2018,3155165,22,50
20-05-2018,3155373,22,50
20-05-2018,3156153,22,50
20-05-2018,3151070,22,50
20-05-2018,3155737,22,50
20-05-2018,3156907,6727,50
20-05-2018,3151837,1,52
20-05-2018,3153059,1,52
20-05-2018,3152227,1,52
20-05-2018,3151772,1,52
20-05-2018,3152162,1,52
20-05-2018,3152994,1,52
20-05-2018,3151226,1,52
20-05-2018,3156855,1,52
20-05-2018,3155971,1,52
20-05-2018,3151005,1,52
20-05-2018,3153540,1,52
20-05-2018,3151681,1,52
20-05-2018,3154307,1,52
20-05-2018,3151278,1,52
20-05-2018,3156179,1,52
20-05-2018,3151642,1,52
20-05-2018,3150615,1,52
20-05-2018,3152357,1,52
20-05-2018,3151746,1,52
20-05-2018,3156699,1,52
20-05-2018,3153007,1,52
20-05-2018,3152890,1,52
20-05-2018,3153358,1,52
20-05-2018,3150706,1,52
20-05-2018,3154840,1,52
20-05-2018,3155438,1,52
20-05-2018,3153501,1,52
20-05-2018,3151811,1,52
20-05-2018,3153787,1,52
20-05-2018,3156920,1,52
20-05-2018,3151109,1,52
20-05-2018,3150550,1,52
20-05-2018,3153579,1,52
20-05-2018,3153202,1,52
20-05-2018,3153930,1,52
20-05-2018,3151863,1,52
20-05-2018,3152370,1,52
20-05-2018,3153683,1,52
20-05-2018,3153306,1,52
20-05-2018,3153774,1,52
20-05-2018,3154203,1,52
20-05-2018,3156972,4,52
20-05-2018,3151928,4,52
20-05-2018,3154684,4,52
20-05-2018,3150628,4,52
20-05-2018,3151122,4,52
20-05-2018,3154216,4967,52
20-05-2018,3155529,5459,52
20-05-2018,3154606,5163,54
20-05-2018,3155763,5163,54
20-05-2018,3156036,5163,54
20-05-2018,3151369,3,54
20-05-2018,3154710,3,54
20-05-2018,3150563,3,54
20-05-2018,3155399,3,54
20-05-2018,3154827,3,54
20-05-2018,3155217,3,54
20-05-2018,3151941,3,54
20-05-2018,3151954,3,54
20-05-2018,3155022,5435,54
20-05-2018,3155529,5419,54
20-05-2018,3151850,5419,54
20-05-2018,3155022,5419,54
20-05-2018,3152929,6,54
20-05-2018,3152981,11043,60
20-05-2018,3154632,5337,60
20-05-2018,3150784,5045,62
20-05-2018,3157037,4027,64
20-05-2018,3154242,4027,64
20-05-2018,3152656,4027,64
20-05-2018,3153462,3,72
20-05-2018,3153787,3,72
20-05-2018,3151993,3,72
20-05-2018,3151096,3,72
20-05-2018,3155958,3,72
20-05-2018,3152994,3,72
20-05-2018,3151473,3,72
20-05-2018,3157063,3,72
20-05-2018,3151746,3,72
20-05-2018,3152214,3,72
20-05-2018,3156426,4980,80
20-05-2018,3152448,5053,80
20-05-2018,3157193,5053,80
20-05-2018,3150810,7555,80
20-05-2018,3150940,7555,80
20-05-2018,3154801,7555,80
20-05-2018,3157167,7555,80
20-05-2018,3153332,7555,80
20-05-2018,3156023,7555,80
20-05-2018,3154736,8095,84
20-05-2018,3154164,8095,84
20-05-2018,3157284,8095,84
20-05-2018,3150537,2,84
20-05-2018,3151356,2,84
20-05-2018,3151317,2,84
20-05-2018,3156179,2,84
20-05-2018,3153085,2,84
20-05-2018,3154723,2,84
20-05-2018,3151889,2,84
20-05-2018,3153644,2,84
20-05-2018,3153904,2,84
20-05-2018,3151655,2,84
20-05-2018,3151590,2,84
20-05-2018,3151798,2,84
20-05-2018,3154073,2,84
20-05-2018,3154294,2,84
20-05-2018,3151473,2,84
20-05-2018,3156218,2,84
20-05-2018,3152721,2,84
20-05-2018,3153293,2,84
20-05-2018,3152097,2,84
20-05-2018,3154229,2,84
20-05-2018,3154697,2,84
20-05-2018,3152435,2,84
20-05-2018,3157245,2,84
20-05-2018,3153098,2,84
20-05-2018,3156881,2,84
20-05-2018,3157024,2,84
20-05-2018,3154216,2,84
20-05-2018,3153878,2,84
20-05-2018,3151213,2,84
20-05-2018,3151577,2,84
20-05-2018,3155984,2,84
20-05-2018,3155152,2,84
20-05-2018,3152526,2,84
20-05-2018,3151720,2,84
20-05-2018,3154450,5249,84
20-05-2018,3150654,5249,84
20-05-2018,3154528,5249,84
20-05-2018,3150524,5,84
20-05-2018,3151408,5,84
20-05-2018,3155334,5,84
20-05-2018,3152604,5,84
20-05-2018,3154489,5,84
20-05-2018,3151161,5,84
20-05-2018,3152487,5,84
20-05-2018,3157089,10820,84
20-05-2018,3156205,4911,96
20-05-2018,3152474,4027,96
20-05-2018,3154853,4027,96
20-05-2018,3152344,4027,96
20-05-2018,3155529,9412,100
20-05-2018,3155308,5411,100
20-05-2018,3155048,8910,100
20-05-2018,3152526,33,100
20-05-2018,3156231,33,100
20-05-2018,3152838,33,100
20-05-2018,3153072,33,100
20-05-2018,3156426,33,100
20-05-2018,3152110,1,104
20-05-2018,3154632,1,104
20-05-2018,3153813,1,104
20-05-2018,3150992,1,104
20-05-2018,3155386,1,104
20-05-2018,3151369,1,104
20-05-2018,3156530,1,104
20-05-2018,3154775,4,104
20-05-2018,3155477,5163,108
20-05-2018,3151863,3,108
20-05-2018,3150862,3,108
20-05-2018,3153917,3,108
20-05-2018,3154268,11043,120
20-05-2018,3155022,5437,128
20-05-2018,3153566,4027,128
20-05-2018,3150953,4027,128
20-05-2018,3150680,4911,144
20-05-2018,3154242,7555,160
20-05-2018,3152682,2,168
20-05-2018,3151603,2,168
20-05-2018,3155191,5,168
20-05-2018,3156764,4027,192
20-05-2018,3152526,5411,200
20-05-2018,3152916,8269,169
20-05-2018,3150576,4026,185.5
20-05-2018,3152968,11308,339
20-05-2018,3155776,5412,550
20-05-2018,3156621,8133,70
20-05-2018,3156270,5163,81
20-05-2018,3155347,5051,85
20-05-2018,3153007,8550,85
20-05-2018,3155529,5583,89
20-05-2018,3156153,4968,105
20-05-2018,3155178,8095,105
20-05-2018,3152136,8095,105
20-05-2018,3155633,8095,105
20-05-2018,3156348,8095,105
20-05-2018,3152760,2,105
20-05-2018,3155269,2,105
20-05-2018,3156647,2,105
20-05-2018,3151642,2,105
20-05-2018,3151265,2,105
20-05-2018,3154411,2,105
20-05-2018,3155659,5,105
20-05-2018,3156946,5,105
20-05-2018,3152734,5,105
20-05-2018,3150771,5,105
20-05-2018,3154216,32,125
20-05-2018,3152032,47,140
20-05-2018,3154541,8230,140
20-05-2018,3153605,1,130
20-05-2018,3155750,1,130
20-05-2018,3151200,1,130
20-05-2018,3152279,3,162
20-05-2018,3155347,5409,170
20-05-2018,3155308,5408,170
20-05-2018,3150797,5408,170
20-05-2018,3150966,2,210
20-05-2018,3151135,2,210
20-05-2018,3155685,4104,490
20-05-2018,3151694,9362,82
20-05-2018,3153072,11228,93.5
20-05-2018,3153319,11229,93.5
20-05-2018,3152786,2,147
20-05-2018,3155529,5143,147
20-05-2018,3152448,5143,147
20-05-2018,3152968,5122,179
20-05-2018,3153046,5122,179
20-05-2018,3150784,5122,179
20-05-2018,3155165,8452,195
20-05-2018,3151772,8452,195
20-05-2018,3152565,8452,195
20-05-2018,3155529,5406,235
20-05-2018,3157284,5406,235
20-05-2018,3155776,5406,235
20-05-2018,3153397,4026,26.5
20-05-2018,3151616,4026,26.5
20-05-2018,3153670,4026,26.5
20-05-2018,3153345,4026,26.5
20-05-2018,3151538,4026,26.5
20-05-2018,3154541,3921,36
20-05-2018,3150641,5124,35
20-05-2018,3155646,5124,35
20-05-2018,3150745,5124,35
20-05-2018,3153514,5124,35
20-05-2018,3153618,5124,35
20-05-2018,3156192,5027,35
20-05-2018,3155243,5027,35
